filename,title,url,category,source_type
qd-1175_quy-che-dao-tao-trinh-do-dh-2021.pdf,Qd 1175 Quy Che Dao Tao Trinh Do Dh 2021,https://hcmus.edu.vn/wp-content/uploads/2025/04/QD-1175_Quy-che-dao-tao-trinh-do-DH-2021.pdf,hoc-vu,legal
quydinh-hbkk-qd575-2024.pdf,Quy định xét cấp học bổng khuyến khích học tập QĐ 575/2024,https://hcmus.edu.vn/wp-content/uploads/2025/06/QUYDINH-HBKK-QD575-2024.pdf,hoc-bong,legal
qd-1028-2739-qc-drl-2020_2023.pdf,Quy chế đánh giá kết quả rèn luyện sinh viên,https://hcmus.edu.vn/wp-content/uploads/2026/06/QD-1028-2739-QC-DRL-2020_2023.pdf,ctsv,legal
quyet-dinh-ve-viec-ban-hanh-quy-dinh-ve-noi-tru-tai-ky-tuc-xa-truong.pdf,Quyet Dinh Ve Viec Ban Hanh Quy Dinh Ve Noi Tru Tai Ky Tuc Xa Truong,https://hcmus.edu.vn/wp-content/uploads/2026/03/Quyet-dinh-ve-viec-ban-hanh-Quy-dinh-ve-noi-tru-tai-ky-tuc-xa-Truong.pdf,chung,legal
